frame id,timestamp, fingers,gestures,palm position,finger id,length,width,bone,start,end,direction,tool id,position,direction,gesture type,gesture id,state name,position/progress,direction/radius
9273,63000705855,0,0
9274,63000739175,0,0
9275,63000772441,0,0
9276,63000805760,0,0
9277,63000839101,0,0
9278,63000847784,0,0
9279,63000856443,0,0
9280,63000865098,0,0
9281,63000873831,0,0
9282,63000882491,5,0,"(73.0407, 100.869, 129.23)",30,51.98298645019531,20.19817352294922,Metacarpal,"(69.3287, 64.8858, 178.703)","(69.3287, 64.8858, 178.703)","(0, 0, 0)",Proximal,"(69.3287, 64.8858, 178.703)","(29.2504, 86.3227, 158.375)","(0.80495, -0.430547, 0.40827)",Intermediate,"(29.2504, 86.3227, 158.375)","(8.65716, 97.1931, 133.59)","(0.605534, -0.319639, 0.728806)",Distal,"(8.65716, 97.1931, 133.59)","(-1.18752, 102.302, 113.05)","(0.421727, -0.218866, 0.879911)",31,58.65700149536133,19.29329490661621,Metacarpal,"(80.5083, 85.5803, 176.302)","(44.4903, 120.743, 122.907)","(0.490834, -0.479185, 0.727643)",Proximal,"(44.4903, 120.743, 122.907)","(31.7401, 143.945, 89.2102)","(0.297536, -0.541429, 0.786338)",Intermediate,"(31.7401, 143.945, 89.2102)","(21.0082, 136.258, 69.0372)","(0.445151, 0.318865, 0.836759)",Distal,"(21.0082, 136.258, 69.0372)","(15.7793, 121.389, 62.5554)","(0.306823, 0.872466, 0.380344)",32,66.83494567871094,18.948579788208008,Metacarpal,"(90.657, 86.8872, 169.509)","(64.5694, 119.47, 113.827)","(0.374878, -0.468215, 0.800151)",Proximal,"(64.5694, 119.47, 113.827)","(51.458, 134.499, 70.0826)","(0.272717, -0.312607, 0.909891)",Intermediate,"(51.458, 134.499, 70.0826)","(37.6043, 123.081, 48.1238)","(0.488432, 0.402575, 0.774188)",Distal,"(37.6043, 123.081, 48.1238)","(28.9267, 107.806, 41.5891)","(0.462953, 0.814942, 0.348631)",33,64.26358795166016,18.03077507019043,Metacarpal,"(100.649, 84.9649, 162.681)","(85.64, 112.65, 108.718)","(0.240213, -0.443107, 0.863686)",Proximal,"(85.64, 112.65, 108.718)","(66.5292, 108.524, 68.6703)","(0.428828, 0.0925835, 0.89863)",Intermediate,"(66.5292, 108.524, 68.6703)","(53.5994, 102.84, 44.9217)","(0.467946, 0.205695, 0.859486)",Distal,"(53.5994, 102.84, 44.9217)","(44.4796, 97.6723, 29.513)","(0.489356, 0.277319, 0.826816)",34,50.38146209716797,16.01634407043457,Metacarpal,"(108.977, 76.0077, 155.475)","(103.386, 101.75, 103.986)","(0.0966703, -0.445086, 0.890254)",Proximal,"(103.386, 101.75, 103.986)","(82.4078, 102.148, 75.6375)","(0.594819, -0.0112927, 0.80378)",Intermediate,"(82.4078, 102.148, 75.6375)","(70.4531, 101.497, 60.2345)","(0.612791, 0.0333951, 0.789539)",Distal,"(70.4531, 101.497, 60.2345)","(59.7362, 100.438, 46.8324)","(0.623339, 0.061559, 0.779525)"
9283,63000891616,5,0,"(72.1742, 100.903, 129.326)",30,51.98298645019531,20.19817352294922,Metacarpal,"(67.4271, 65.2869, 178.976)","(67.4271, 65.2869, 178.976)","(0, 0, 0)",Proximal,"(67.4271, 65.2869, 178.976)","(27.8962, 87.139, 158.028)","(0.793955, -0.438887, 0.42073)",Intermediate,"(27.8962, 87.139, 158.028)","(7.66682, 98.0872, 132.978)","(0.594835, -0.321927, 0.736569)",Distal,"(7.66682, 98.0872, 132.978)","(-2.00441, 103.18, 112.351)","(0.414297, -0.21816, 0.883609)",31,58.65700149536133,19.29329490661621,Metacarpal,"(79.067, 85.7194, 176.519)","(44.0961, 121.358, 122.745)","(0.476564, -0.485668, 0.732812)",Proximal,"(44.0961, 121.358, 122.745)","(31.8549, 144.307, 88.6884)","(0.28566, -0.535534, 0.794734)",Intermediate,"(31.8549, 144.307, 88.6884)","(21.0504, 136.652, 68.5421)","(0.448159, 0.317557, 0.83565)",Distal,"(21.0504, 136.652, 68.5421)","(15.5158, 121.889, 62.0723)","(0.324766, 0.866256, 0.379641)",32,66.83494567871094,18.948579788208008,Metacarpal,"(89.2762, 86.7671, 169.773)","(64.1888, 119.598, 113.777)","(0.360506, -0.471772, 0.804653)",Proximal,"(64.1888, 119.598, 113.777)","(51.7957, 135.09, 69.9846)","(0.257775, -0.322235, 0.910888)",Intermediate,"(51.7957, 135.09, 69.9846)","(37.8044, 123.929, 47.9807)","(0.493284, 0.393497, 0.775778)",Distal,"(37.8044, 123.929, 47.9807)","(28.8408, 108.776, 41.5465)","(0.478214, 0.808379, 0.343271)",33,64.26358795166016,18.03077507019043,Metacarpal,"(99.2581, 84.5896, 163.007)","(85.1315, 112.292, 108.815)","(0.226099, -0.443384, 0.867347)",Proximal,"(85.1315, 112.292, 108.815)","(66.1397, 108.327, 68.6949)","(0.426158, 0.0889663, 0.900264)",Intermediate,"(66.1397, 108.327, 68.6949)","(53.2245, 102.815, 44.8981)","(0.467415, 0.199506, 0.861232)",Distal,"(53.2245, 102.815, 44.8981)","(44.0868, 97.791, 29.4523)","(0.490321, 0.269567, 0.828806)",34,50.38146209716797,16.01634407043457,Metacarpal,"(107.426, 75.4131, 155.894)","(102.66, 100.982, 104.236)","(0.082413, -0.44209, 0.893177)",Proximal,"(102.66, 100.982, 104.236)","(81.887, 101.625, 75.741)","(0.588993, -0.0182273, 0.807932)",Intermediate,"(81.887, 101.625, 75.741)","(69.9797, 101.01, 60.2998)","(0.610354, 0.0315195, 0.791501)",Distal,"(69.9797, 101.01, 60.2998)","(59.2717, 99.9295, 46.8924)","(0.622826, 0.0628552, 0.779831)"
9284,63000900124,5,0,"(70.4647, 101.783, 128.638)",30,51.98298645019531,20.19817352294922,Metacarpal,"(64.4943, 66.5734, 178.445)","(64.4943, 66.5734, 178.445)","(0, 0, 0)",Proximal,"(64.4943, 66.5734, 178.445)","(25.6372, 89.0779, 156.935)","(0.780424, -0.451991, 0.432022)",Intermediate,"(25.6372, 89.0779, 156.935)","(5.8289, 100.235, 131.642)","(0.582453, -0.328082, 0.743714)",Distal,"(5.8289, 100.235, 131.642)","(-3.65195, 105.387, 110.942)","(0.406142, -0.220685, 0.886762)",31,58.65700149536133,19.29329490661621,Metacarpal,"(76.6965, 86.6699, 175.945)","(42.9862, 122.956, 121.8)","(0.459386, -0.494488, 0.737866)",Proximal,"(42.9862, 122.956, 121.8)","(31.1839, 145.426, 87.2724)","(0.275417, -0.524352, 0.80573)",Intermediate,"(31.1839, 145.426, 87.2724)","(20.2452, 137.793, 67.1898)","(0.453726, 0.316584, 0.833011)",Distal,"(20.2452, 137.793, 67.1898)","(14.3197, 123.195, 60.693)","(0.347706, 0.856605, 0.381221)",32,66.83494567871094,18.948579788208008,Metacarpal,"(86.9655, 87.4048, 169.248)","(63.0703, 120.604, 112.95)","(0.343374, -0.477072, 0.80901)",Proximal,"(63.0703, 120.604, 112.95)","(51.4146, 136.437, 69.0767)","(0.242438, -0.329332, 0.912559)",Intermediate,"(51.4146, 136.437, 69.0767)","(37.2314, 125.573, 47.0472)","(0.500048, 0.383037, 0.776682)",Distal,"(37.2314, 125.573, 47.0472)","(27.903, 110.607, 40.6971)","(0.497678, 0.798464, 0.33878)",33,64.26358795166016,18.03077507019043,Metacarpal,"(96.92, 84.9218, 162.548)","(83.833, 112.708, 108.138)","(0.20946, -0.444721, 0.870833)",Proximal,"(83.833, 112.708, 108.138)","(65.0275, 109.063, 67.8998)","(0.421976, 0.0817762, 0.902911)",Intermediate,"(65.0275, 109.063, 67.8998)","(52.1858, 103.921, 43.9806)","(0.464756, 0.186094, 0.865662)",Distal,"(52.1858, 103.921, 43.9806)","(43.0723, 99.2174, 28.4203)","(0.489023, 0.252412, 0.834952)",34,50.38146209716797,16.01634407043457,Metacarpal,"(104.874, 75.4897, 155.526)","(101.072, 100.903, 103.711)","(0.0657289, -0.439399, 0.895884)",Proximal,"(101.072, 100.903, 103.711)","(80.5926, 101.886, 75.0146)","(0.58067, -0.0278733, 0.813662)",Intermediate,"(80.5926, 101.886, 75.0146)","(68.777, 101.386, 59.4991)","(0.605659, 0.0256557, 0.79531)",Distal,"(68.777, 101.386, 59.4991)","(58.1134, 100.365, 46.0516)","(0.620237, 0.0593877, 0.782163)"
9285,63000913037,5,0,"(66.1253, 105.277, 125.466)",30,51.98298645019531,20.19817352294922,Metacarpal,"(58.2363, 71.2662, 175.837)","(58.2363, 71.2662, 175.837)","(0, 0, 0)",Proximal,"(58.2363, 71.2662, 175.837)","(20.4786, 94.62, 153.298)","(0.758343, -0.469048, 0.45267)",Intermediate,"(20.4786, 94.62, 153.298)","(1.28734, 105.899, 127.587)","(0.564309, -0.33166, 0.756014)",Distal,"(1.28734, 105.899, 127.587)","(-7.87958, 110.931, 106.717)","(0.392693, -0.215544, 0.894054)",31,58.65700149536133,19.29329490661621,Metacarpal,"(71.35, 90.745, 173.077)","(39.6775, 127.54, 118.052)","(0.431615, -0.501421, 0.749857)",Proximal,"(39.6775, 127.54, 118.052)","(28.6331, 149.215, 82.7736)","(0.257732, -0.505811, 0.823243)",Intermediate,"(28.6331, 149.215, 82.7736)","(17.4243, 141.543, 62.8557)","(0.46493, 0.31823, 0.826178)",Distal,"(17.4243, 141.543, 62.8557)","(10.8637, 127.158, 56.4948)","(0.384971, 0.844087, 0.373249)",32,66.83494567871094,18.948579788208008,Metacarpal,"(81.6865, 90.8972, 166.446)","(59.694, 124.128, 109.396)","(0.316032, -0.477532, 0.819809)",Proximal,"(59.694, 124.128, 109.396)","(49.0857, 139.791, 65.1966)","(0.220653, -0.325782, 0.919336)",Intermediate,"(49.0857, 139.791, 65.1966)","(34.5702, 129.216, 43.2431)","(0.511764, 0.372847, 0.774004)",Distal,"(34.5702, 129.216, 43.2431)","(24.6179, 114.573, 37.0877)","(0.530962, 0.781177, 0.328394)",33,64.26358795166016,18.03077507019043,Metacarpal,"(91.5636, 87.8493, 159.865)","(80.1109, 115.221, 104.88)","(0.183302, -0.438086, 0.880046)",Proximal,"(80.1109, 115.221, 104.88)","(61.5916, 111.777, 64.491)","(0.415556, 0.0772772, 0.906279)",Intermediate,"(61.5916, 111.777, 64.491)","(48.8398, 106.966, 40.4551)","(0.461502, 0.174121, 0.869884)",Distal,"(48.8398, 106.966, 40.4551)","(39.7414, 102.569, 24.7963)","(0.488212, 0.235906, 0.840237)",34,50.38146209716797,16.01634407043457,Metacarpal,"(99.1304, 77.9449, 153.07)","(96.8289, 102.575, 100.79)","(0.0397924, -0.425852, 0.903917)",Proximal,"(96.8289, 102.575, 100.79)","(76.8589, 103.864, 71.7485)","(0.566225, -0.0365645, 0.823439)",Intermediate,"(76.8589, 103.864, 71.7485)","(65.2002, 103.435, 56.1126)","(0.597615, 0.0220332, 0.80148)",Distal,"(65.2002, 103.435, 56.1126)","(54.6103, 102.42, 42.6066)","(0.615949, 0.0590229, 0.785572)"
9286,63000930226,5,0,"(62.6238, 108.297, 122.372)",30,51.98298645019531,20.19817352294922,Metacarpal,"(53.6161, 74.1007, 172.429)","(53.6161, 74.1007, 172.429)","(0, 0, 0)",Proximal,"(53.6161, 74.1007, 172.429)","(16.4547, 98.0321, 149.508)","(0.746364, -0.480649, 0.460345)",Intermediate,"(16.4547, 98.0321, 149.508)","(-2.34078, 109.659, 123.66)","(0.552674, -0.341891, 0.760041)",Distal,"(-2.34078, 109.659, 123.66)","(-11.2585, 114.886, 102.73)","(0.382019, -0.223902, 0.896621)",31,58.65700149536133,19.29329490661621,Metacarpal,"(67.1523, 93.3224, 169.917)","(36.7044, 131.155, 114.904)","(0.414927, -0.515566, 0.749685)",Proximal,"(36.7044, 131.155, 114.904)","(25.9115, 152.761, 79.5063)","(0.251863, -0.504195, 0.826046)",Intermediate,"(25.9115, 152.761, 79.5063)","(14.6234, 145.322, 59.5449)","(0.46822, 0.308577, 0.82798)",Distal,"(14.6234, 145.322, 59.5449)","(7.79849, 131.16, 52.965)","(0.400478, 0.830989, 0.386101)",32,66.83494567871094,18.948579788208008,Metacarpal,"(77.5443, 93.307, 163.371)","(56.7171, 127.391, 106.387)","(0.299287, -0.48978, 0.818867)",Proximal,"(56.7171, 127.391, 106.387)","(46.7946, 143.609, 62.229)","(0.206386, -0.337341, 0.91848)",Intermediate,"(46.7946, 143.609, 62.229)","(32.2424, 133.508, 40.0772)","(0.51306, 0.356117, 0.780993)",Distal,"(32.2424, 133.508, 40.0772)","(22.0389, 119.125, 33.7255)","(0.544366, 0.767355, 0.338869)",33,64.26358795166016,18.03077507019043,Metacarpal,"(87.4104, 90.1015, 156.849)","(76.982, 118.093, 101.972)","(0.166908, -0.448016, 0.878307)",Proximal,"(76.982, 118.093, 101.972)","(58.9825, 115.476, 61.288)","(0.403892, 0.0587264, 0.91292)",Intermediate,"(58.9825, 115.476, 61.288)","(46.5114, 111.275, 36.9919)","(0.451341, 0.152058, 0.879301)",Distal,"(46.5114, 111.275, 36.9919)","(37.578, 107.325, 21.1206)","(0.479358, 0.211961, 0.851639)",34,50.38146209716797,16.01634407043457,Metacarpal,"(94.8266, 80.0906, 150.044)","(93.4681, 105.133, 97.9275)","(0.0234891, -0.432977, 0.901099)",Proximal,"(93.4681, 105.133, 97.9275)","(74.0405, 106.984, 68.5504)","(0.550846, -0.0525039, 0.832954)",Intermediate,"(74.0405, 106.984, 68.5504)","(62.5813, 106.764, 52.7633)","(0.587385, 0.0113115, 0.809229)",Distal,"(62.5813, 106.764, 52.7633)","(52.1158, 105.875, 39.1519)","(0.60872, 0.051708, 0.791698)"
